BIGConf,audiofile,framedurationms,kbitspersecond,PER,exp,PLC,pesq,stoi
7,mic_M01_si453,10.0,32,0.3,7,Pattern,4.173406600952148,0.9882468097221936
7,mic_M01_si453,10.0,32,0.3,8,Pattern,4.173406600952148,0.9882468097221936
7,mic_M01_si453,10.0,32,0.3,9,Pattern,4.173406600952148,0.9882468097221936
7,mic_M05_sa1,10.0,32,0.3,0,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,1,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,2,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,3,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,4,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,5,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,6,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,7,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,8,Pattern,4.427149772644043,0.9914744689395969
7,mic_M05_sa1,10.0,32,0.3,9,Pattern,4.427149772644043,0.9914744689395969
0,mic_F01_sa2,10.0,32,0.3,0,Pattern,1.388468861579895,0.9213309787483219
0,mic_F01_sa2,10.0,32,0.3,1,Pattern,1.4425386190414429,0.9108761318177702
0,mic_F01_sa2,10.0,32,0.3,2,Pattern,1.373679757118225,0.901151829543844
0,mic_F01_sa2,10.0,32,0.3,3,Pattern,1.4650280475616455,0.9304306615963138
0,mic_F01_sa2,10.0,32,0.3,4,Pattern,1.7643115520477295,0.9575477934011213
0,mic_F01_sa2,10.0,32,0.3,5,Pattern,1.2871824502944946,0.8946936429710706
0,mic_F01_sa2,10.0,32,0.3,6,Pattern,1.3882676362991333,0.9172149595686181
0,mic_F01_sa2,10.0,32,0.3,7,Pattern,1.5203168392181396,0.9300244487352481
0,mic_F01_sa2,10.0,32,0.3,8,Pattern,1.3556236028671265,0.8858722198510615
0,mic_F01_sa2,10.0,32,0.3,9,Pattern,1.35027277469635,0.8962932779501636
0,mic_F07_si1588,10.0,32,0.3,0,Pattern,1.8201704025268555,0.9286091203437097
0,mic_F07_si1588,10.0,32,0.3,1,Pattern,1.882373571395874,0.9460513266185456
0,mic_F07_si1588,10.0,32,0.3,2,Pattern,1.842461347579956,0.9262537929499777
0,mic_F07_si1588,10.0,32,0.3,3,Pattern,1.897559642791748,0.9457832368008681
0,mic_F07_si1588,10.0,32,0.3,4,Pattern,2.0064618587493896,0.928272179321013
0,mic_F07_si1588,10.0,32,0.3,5,Pattern,1.5760009288787842,0.9003990438890733
0,mic_F07_si1588,10.0,32,0.3,6,Pattern,2.094252109527588,0.9215285157227336
0,mic_F07_si1588,10.0,32,0.3,7,Pattern,1.6894772052764893,0.8954893005691654
0,mic_F07_si1588,10.0,32,0.3,8,Pattern,1.6487205028533936,0.9258008318852136
0,mic_F07_si1588,10.0,32,0.3,9,Pattern,1.5142223834991455,0.9112755799756578
0,mic_M01_si453,10.0,32,0.3,0,Pattern,1.7931900024414062,0.9279116365459249
0,mic_M01_si453,10.0,32,0.3,1,Pattern,1.454862356185913,0.9230323774252313
0,mic_M01_si453,10.0,32,0.3,2,Pattern,2.0012519359588623,0.9479956362590941
0,mic_M01_si453,10.0,32,0.3,3,Pattern,1.536660075187683,0.9278621291717012
0,mic_M01_si453,10.0,32,0.3,4,Pattern,1.3619328737258911,0.8919288660999556
0,mic_M01_si453,10.0,32,0.3,5,Pattern,1.5025599002838135,0.8955579321007004
0,mic_M01_si453,10.0,32,0.3,6,Pattern,1.3305168151855469,0.9042693851346679
0,mic_M01_si453,10.0,32,0.3,7,Pattern,1.4850716590881348,0.9220900770141022
0,mic_M01_si453,10.0,32,0.3,8,Pattern,1.4702330827713013,0.8955103959225942
0,mic_M01_si453,10.0,32,0.3,9,Pattern,1.2758722305297852,0.8841315798387188
0,mic_M05_sa1,10.0,32,0.3,0,Pattern,1.5923678874969482,0.894062289615657
0,mic_M05_sa1,10.0,32,0.3,1,Pattern,1.4687364101409912,0.8761333754036842
0,mic_M05_sa1,10.0,32,0.3,2,Pattern,1.551634430885315,0.9135971568433661
0,mic_M05_sa1,10.0,32,0.3,3,Pattern,1.459234356880188,0.8825811685154558
0,mic_M05_sa1,10.0,32,0.3,4,Pattern,1.6756882667541504,0.9065528581609236
0,mic_M05_sa1,10.0,32,0.3,5,Pattern,1.6714239120483398,0.9335874450144596
0,mic_M05_sa1,10.0,32,0.3,6,Pattern,1.4965487718582153,0.8751033552032783
0,mic_M05_sa1,10.0,32,0.3,7,Pattern,1.5186601877212524,0.878357801484049
0,mic_M05_sa1,10.0,32,0.3,8,Pattern,1.567594289779663,0.9057436852367654
0,mic_M05_sa1,10.0,32,0.3,9,Pattern,1.501283049583435,0.8803609823206727
